label_3,active,nonconvex,l_factor,l_factor_fix,cap_max,cap_min,capex_pipes,fix_costs
your-pipe-type-label,1,1,4.035535662838305e-07,0.010058450720512743,26232.720501448523,24.13866570692075,0.081858995299579,818.0035708025364
