label_3,active,nonconvex,l_factor,l_factor_fix,cap_max,cap_min,capex_pipes,fix_costs
your-pipe-type-label,1,1,4.035535662838318e-07,0.010058450720512743,26232.72050144843,24.138665706920662,0.08185899529957928,818.0035708025366
