Vdot_m3ph;Head_m;Efficiency_pct;speed_pct;degree
0;	51.29155203;			0; 80; 2
3.72106743;	    49.76550062;			32.43215297;
7.44213486;	    48.23097427;			47.04483044;
8.475420545;	47.63714194;			49.6348409;
11.16320229;	45.56016097;			54.68794983;
14.35065813;	38.27656285;			58.39898139;
14.40969906;	38.14670664;			58.4308413;
17.53911848;	31.02859547;			57.81273578;
20.78542789;	23.27477569;			51.42878637;
