Vdot_m3ph;Head_m;Efficiency_pct;speed_pct;degree
0.001;40.1;0.1;90;2
0.586;38.74;26.9;
1.293;37.2;43.8;
2.29;33.91;54.8;
3.084;29.27;57;
3.835;22.7;52.9;
4.434;16.13;43.7;
