Vdot_m3ph;Head_m;Efficiency_pct;speed_pct;degree
0.001;24.44;0.1;70;2
0.687;23.28;35.3;
1.286;22.51;48.7;
1.987;20.19;56.1;
2.889;14.97;54.4;
3.488;9.949;43.7;
