Vdot_m3ph;Head_m;Efficiency_pct;speed_pct;degree
0.001;  11.88;  0.1;    49.0;   2
0.492;  10.92;  36.3;
0.73;   10.72;  44.8;
1.12;   9.949;  53.4;
1.698;  8.21;   56.9;
2.391;  4.731;  43.9;
